date,location,operator,aboard,aboard_passangers,aboard_crew,fatalities,fatalities_passangers,fatalities_crew,ground,summary,country
1960-01-19 00:00:00,"Ankara, Turkey",Scandinavian Airlines (SAS),42,35,7,42,35,7,0,"While on a flight from Istanbul to Ankara, Turkey the aircraft crashed while on approach to Esenboga Airport, 6 nm short of the runway. The aircraft struck the ground at an elevation of 3,500 ft, between the Ankara mountain range and the airport. An unintentional descent below the authorized minimum flight altitude during final approach to Esenboga Airport for reasons that could not be determined. The aircraft was named ""Orm Viking.""", Turkey
1960-01-21 00:00:00,"Montego Bay, Jamacia",AVIANCA,46,39,7,37,35,2,0,A heavy landing led to structural failure and a fire. The adoption of a final approach path resulting in a heavy landing during which a major structural failure occurred in the port wing. Crew fatigue. Lack of proper training., Jamacia
1960-01-26 00:00:00,"Off Bathurst Island, Australia",Transportes Aéreos de Timor,9,7,2,9,7,2,0,Radio contact was lost with the aircraft before it crashed into the ocean. Poor weather.  Unqualified pilot., Bolivia
1960-02-05 00:00:00,"Cochabamba, Bolivia",Lloyd Aereo Boliviano,59,55,4,59,55,4,0,"Few minutes after takeoff and reaching an altitude of 9,000 feet, the captain stated that an engine exploded. Shortly thereafter, the airplane went out of control and crashed in Laguna Huanacota, about 13 km south of the airport. A two-year-old girl survived but later died from her injuries.Investigators believed that the maximum takeoff weight was exceeded and this contributed to the engine exploding.", Australia
1960-02-25 00:00:00,"Rio de Janeiro, Brazil",REAL / Military - U.S. Navy,64,53,11,61,50,11,0,"Midair collision between a DC-3 and a US Navy R-6D. Improper piloting procedures when flying on authorized instrument flight (US Navy pilot). The pilot of the USN plane disobeyed instructions transmitted by Rio Approach Control. The U.S. Navy disagreed and placed no blame on neither pilot. Twenty six killed on the DC-3, 35 on the R4-D6. Members of the United States Navy Band among those killed.", Brazil
1960-02-26 00:00:00,"Lvov-Snilow,  Ukraine",Aeroflot,33,25,8,32,24,8,0,The plane crashed into a swamp short of the runway threshold. Icing of the horizontal stabilizer.,  Ukraine
1960-02-26 00:00:00,"Shannon, Ireland",Alitalia,52,40,12,34,23,11,0,Lost altitude shortly after taking off and crashed. Cause unknown., Ireland
1960-03-15 00:00:00,"El Refugio, Colombia",Agencia Interamericana de Aviada,13,10,3,6,4,2,0,Crashed in the jungle  en route., Colombia
1960-03-16 00:00:00,"Nagoya, Japan",All Nippon Airways,40,35,5,5,3,2,0,Mid-air collision with a Japan Air Self Defence Force F-86 fighter which was taking off from Nagoya. Both planes crashed but the F-86 pilot ejected safely., Japan
1960-03-17 00:00:00,"Near Cannelton, 10 mile SE of Tell City, Indiana",Northwest Orient Airlines,63,57,6,63,57,6,0,An in-flight separation of the wing. A design flaw caused an oscillation known as whirl mode to transfer propeller wobble to the outboard nacelles which induced flutter in the wing which led to the separation of the wing. Reduced stiffness of the structure and the entry of the aircraft into an area of severe clear air turbulence were contributing factors. One of two crashes with the same cause.  See 9/29/59.,null
1960-03-19 00:00:00,"Cordoba, Colombia",SAMSA,46,42,4,25,22,3,0,"Forced landing after engine failure. The accident was attributed to an error in judgment by the pilot in deciding to land at an airport which was closed and where no radio aid was available. Contributing factors were intermittent overspeeding of propellers, adverse weather and no communication tower.", Colombia
1960-04-05 00:00:00,"Siuna, Nicaragua",Lanica,18,14,4,2,1,1,0,Flew into a hill shortly after taking off. Engine failure due to a  fatigue crack at a valve., Nicaragua
1960-04-12 00:00:00,"Pelotas, Brazil",Cruzeiro,22,19,3,10,8,2,0,"While taking off, the plane drifted to the right, overcorrected to the left and struck two other aircraft. Pilot error.  Incorrect use of the brakes and controls while on the ground.", Brazil
1960-04-14 00:00:00,"Taipei,Taiwan",Military - Royal Thai Air Force,18,NULL,NULL,18,NULL,NULL,0,Struck Mt Wuzhi located 8 km northeast of the airport.,Taiwan
1960-04-19 00:00:00,"Bogota, Colombia",Lloyd Aereo Colombiano,51,44,7,37,31,6,0,Crashed during final approach. The pilot failed to take proper action to counteract the loss of speed and height in the final approach turn. Lack of pilot experience., Colombia
1960-04-20 00:00:00,"Hickory, North Carolina",Piedmont Airlines / Private,44,39,5,4,3,1,0,"The aircraft were involved in a midair collision while both were making an approach to land. The pilot of the Cessna, the over-taking aircraft, failed to see and avoid the F-27 during the landing appoach. Four died aboard the Cessna, none aboard the Fairchild.", North Carolina
1960-04-22 00:00:00,"Bunia, Belgian Congo",Sobelair SA (Belgium),35,28,7,35,28,7,0,Crashed into the slope of Bogoro Peak located about 8 km short of runway.while on approach. Crew error. The decision by the pilot in descending below the minimum ceiling prescribed., Belgian Congo
1960-04-28 00:00:00,"Near Calabozo, Venezuela",Linea Aeropostal Venezolana,13,9,4,13,9,4,0,The aircraft crashed after an explosion aboard. Detonation of a hand-grenade brought aboard by a Russian immigrant. The explosion occurred after the captain tried to disarm the man., Sudan
1960-05-15 00:00:00,"Jebel Marra, Sudan",Balair,12,5,7,12,5,7,0,"Crashed into 8,000 ft. Mt. Marra. Navigation error by the crew who were using an astrofix to estimate their position.", Venezuela
1960-05-18 00:00:00,"El Sosneado, Argentina",Transamerican Air Transport,9,5,4,9,5,4,0,Crashed due to structural failure after flying into extremely violent turbulence. Insufficient preparation for the flight by the crew. Inadequate arrangements for the secure carriage of the livestock. The pilots failure to familiarize himself with the prevailing weather conditions. Not found until 11/21/61., Argentina
1960-05-23 00:00:00,"Atlanta, Georgia",Delta Air Lines,4,0,4,4,0,4,0,"The aircraft stalled for reasons undetermined, at an altitude too low to effect recovery.", Georgia
1960-06-10 00:00:00,"Nea Tkvarcheli, Georgia",Aeroflot,31,24,7,31,24,7,0,The plane crashed in hillside woods while en route. Poor organization and overseeing the preparation of the flight by the crew., Georgia
1960-06-10 00:00:00,"Off  Mackay, Qld. Australia",Trans Australia Airlines,29,25,4,29,25,4,0,"The flight crashed into the sea, 7.5 miles from the airport after being in a holding pattern waiting for fog to lift.  Cause could not be determined.", Qld. Australia
1960-06-14 00:00:00,"Mt. Gilbert, Alaska",Pacific Northern Airlines,14,9,5,14,9,5,0,"The aircraft failed to maintain its intended flight path and  crashed into the face of Mt. Gilbert at 9,646 ft. after taking off from Cordova. The crew's failure to use all available  navigational aids in establishing the aircraft's position on Amber I Airway thereby allowing the aircraft  to proceed off course over dangerous terrain. A contributing factor to the  accident was the failure of air defense radar, which had been tracking the aircraft, to notify either  ARTCC or the crew that the aircraft was proceeding on a dangerous course.", Alaska
1960-06-24 00:00:00,"Rio de Janeiro, Brazil",REAL,54,49,5,54,49,5,0,Crashed into Guanabara Bay during approach. Cause undetermined., Brazil
1960-07-06 00:00:00,"Off Barnegat City, New Jersey",Military - U.S. Navy,21,NULL,NULL,18,NULL,NULL,0,"The airship crashed nose-first into the Atlantic Ocean, 10 miles off the coast of New Jersey. The  failure of a seam due to some unknown factor that degraded the adhesive.", New Jersey
1960-07-10 00:00:00,Persian Gulf,Gulf Aviation (Kalinga Airways),20,16,4,20,16,4,0,Crashed into the Persian Gulf while en route. Cause undetermined. Wreckage never found.,null
1960-07-11 00:00:00,"Near Quito, Ecuador",Military - U.S. Misson,18,14,4,18,14,4,0,Crashed and burned on Mt. Pichincha as it prepared to land at Quito., Ecuador
1960-07-14 00:00:00,"Off Manila, Philippines",Northwest Orient Airlines,58,51,7,1,1,0,0,"After a loss of power in the No. 2 engine the crew was unable to feather the prop. An emergency descent was made and the plane ditched into the ocean. Upon contact with the water, the aft end of the fuselage broke free at the rear of the pressure bulkhead, the right wing  tore free and the engines separated. The wing floated for 3hrs, serving as a life raft for  passengers. The remainder of the fuselage, sank some 10 minutes after impact.  Passengers were rescued 6 hours after the accident. Failure of No. 2  engine, resulting in oil contamination, loss of oil supply, subsequent loss of the No. 2 propeller assembly and fire-in-flight, which necessitated a ditching.", Philippines
1960-07-15 00:00:00,"Near Jima, Ethiopia",Ethiopian Airlines,11,8,3,1,0,1,0,"Crashed onto a mountainside at 9,000 ft. The pilot misjudged the weather conditions and continued to fly into deteriorating weather conditions while trying to maintain VFR. The pilot attempted to climb at a speed below the minimum safe climbing speed of the aircraft.", Ethiopia
1960-07-16 00:00:00,"Copenhagen, Denmark",Flyve Tjenesten,9,8,1,8,8,0,0,"The twin engine aircraft was chartered by the Danish Football Association. In the initial climb the pilot lost control of the plane and crashed into the ocean 50 meters off shore. Eight members of the Daniish Soccer Association were killed, while the pilot survived, but lost a leg. The pilot suffered spatial disorientation in heavy rain and strong crosswinds. The plane was not equipped with wipers which was considered as a contributing factor to the accident.", Zaire
1960-07-19 00:00:00,"Near Goma, Zaire",Military - Royal Belgian Air Force,41,37,4,37,33,4,0,Crashed into mountainous terrain north of Lake Kivu after experiencing engine failure., Denmark
1960-07-20 00:00:00,"Near Syktyvkar, Russia",Aeroflot,23,19,4,23,19,4,0,Broke up in mid air after flying through a thunderstorm and experiencing heavy g loads., Russia
1960-07-27 00:00:00,"Forest Park, Illinois",Chicago Helicopter Airways,13,11,2,13,11,2,0,"The helicopter crashed into Forest Home Cemetery. The structural disintegration in flight, initiated by a fatigue fracture of a main rotor blade.", Illinois
1960-07-31 00:00:00,"Near Rimini, Italy",Deutsche Flugdienst,34,30,4,1,1,0,0,"While descending through 5,000ft, the crew lost the No.1 engine. At 1,500 ft. the other engine was also lost. The aircraft crashed 3,300 ft. short of the runway. Failure of both engines on the aircraft.", Italy
1960-08-17 00:00:00,"Near Kiev, Ukraine",Aeroflot,34,27,7,34,27,7,0,While en route the No. 4.engine caught fire.  The fire extinguishing system was ineffective and the fire spread to the wing after which the fuel tanks exploded and the plane crashed., Ukraine
1960-08-17 00:00:00,"Near El Kelaa, Morocco",Military - French Naval Aviation,20,15,5,20,15,5,0,"Cashed while en route to Casablanca after experiencing an engine fire. Shortly after, the plane crashed in flames on a hilly terrain near El Kelâa des Sraghna.", Morocco
1960-08-24 00:00:00,"Off Heraklion, Greece",Don Everall Aviation,3,0,3,3,0,3,0,"The cargo plane took off, lost an engine, banked to the left and crashed into the ocean. The cause of the engine failure was not established but the most likely reason appears to be a defective fuel or ignition system. The reason why it was not possible for the aircraft to maintain safe flight after the failure of the engine remains unknown.", Greece
1960-08-29 00:00:00,"Off Dakar, Senegal",Air France,63,55,8,63,55,8,0,"The aircraft crashed into the Atlantic Ocean after an unsuccessful landing attempt. Cause undetermined. Possible structural failure or loss of control due to turbulence, sensory illusion or distraction of the flight crew which could have been associated with a lightning strike.", Senegal
